Month_Index,Current_Ratio,Quick_Ratio,Working_Capital_NAD_000,Working_Capital_USD_000,EBITDA_Margin,Operating_Margin,Net_Margin,CFO_NAD_000,CFI_NAD_000,CFF_NAD_000,CFO_USD_000,CFI_USD_000,CFF_USD_000,Free_Cash_Flow_NAD_000,Free_Cash_Flow_USD_000,Cash_Runway_Months,Year_Index
47,-18.022081218274117,-18.688747884940785,-6245.583333333335,-316.2320675105486,-763416666666.6666,-846236111111.1111,-846236111111.1111,-763.4166666666666,0.0,0.0,-38.654008438818565,0.0,0.0,-763.4166666666666,-38.654008438818565,-8.03773241640287,4
48,-20.347208121827418,-21.023688663282577,-7009.000000000001,-354.52706120384426,-763416666666.6666,-846236111111.1111,-846236111111.1111,-766.6388888888889,0.0,0.0,-38.777890181532065,0.0,0.0,-766.6388888888889,-38.777890181532065,-9.003949418457193,4
49,-22.746954314720817,-23.423434856175977,-7796.916666666667,-391.8048576214406,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.593802345058634,0.0,0.0,-787.9166666666667,-39.593802345058634,-9.76079675656619,5
50,-24.767383691845918,-25.434050358512586,-8584.833333333332,-430.96552878179375,-787916666666.6667,-870736111111.1112,-870736111111.1112,-783.0833333333334,0.0,0.0,-39.31141231593039,0.0,0.0,-783.0833333333334,-39.31141231593039,-10.821042176581177,5
51,-27.13231615807904,-27.798982824745707,-9372.75,-470.04764292878633,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.5143764627215,0.0,0.0,-787.9166666666667,-39.5143764627215,-11.754662436100828,5
52,-29.49724862431216,-30.163915290978828,-10160.666666666668,-509.05143620574484,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.4747828991316,0.0,0.0,-787.9166666666667,-39.4747828991316,-12.75466243610083,5
53,-31.86218109054528,-32.52884775721195,-10948.583333333336,-547.9771438104773,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.43526860193527,0.0,0.0,-787.9166666666667,-39.43526860193527,-13.754662436100832,5
54,-34.2271135567784,-34.89378022344507,-11736.500000000004,-586.8250000000002,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.395833333333336,0.0,0.0,-787.9166666666667,-39.395833333333336,-14.754662436100833,5
55,-36.59204602301152,-37.258712689678184,-12524.416666666672,-625.5952380952383,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.35647685647686,0.0,0.0,-787.9166666666667,-39.35647685647686,-15.754662436100833,5
56,-38.95697848924464,-39.623645155911305,-13312.33333333334,-664.2880904856956,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.317198935462415,0.0,0.0,-787.9166666666667,-39.317198935462415,-16.754662436100837,5
57,-41.32191095547776,-41.988577622144426,-14100.250000000007,-702.9037886340981,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.27799933532736,0.0,0.0,-787.9166666666667,-39.27799933532736,-17.754662436100837,5
58,-43.68684342171088,-44.35351008837755,-14888.166666666675,-741.4425630810098,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.23887782204516,0.0,0.0,-787.9166666666667,-39.23887782204516,-18.754662436100837,5
59,-46.051775887944004,-46.71844255461067,-15676.083333333343,-779.90464344942,-787916666666.6667,-870736111111.1112,-870736111111.1112,-787.9166666666667,0.0,0.0,-39.19983416252073,0.0,0.0,-787.9166666666667,-39.19983416252073,-19.75466243610084,5
60,-48.41670835417712,-48.41670835417712,-16464.00000000001,-818.2902584493047,-787916666666.6667,-870736111111.1112,-870736111111.1112,-565.8055555555557,0.0,0.0,-28.121548486856643,0.0,0.0,-565.8055555555557,-28.121548486856643,-28.509499729981847,5
